LHNo,filename,extension,size_bytes,size_human,width_px,height_px,megapixels,md5,sha256,Subject,Date,Tags,Description,url
75-1393,lh-75-1393.jpg,jpg,194678,190.1 KB,1284,894,1.15,c27116f97707ac2e8f620cae537303e9,e2feb0358593471394eec3167c13a1eb9b78b9683df260e0a00bc39e572ee948,Ellsworth Cowles Collection,NULL,archaeological artifacts; stone tools; arrowheads; scrapers; black and white photograph,"A numbered catalog of prehistoric stone tools and artifacts from the Chas. Davenport Farm near Garden south of Spring, Big Flats, including scrapers, arrowheads, jasper knives, turtle backs, and other implements with detailed typological classifications noted at the bottom of the image.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1393.jpg
75-1394,lh-75-1394.jpg,jpg,186193,181.8 KB,1296,888,1.15,39d84dcfd4d04f86521ad9b9e981e3f5,137c6d0ba7f80d25d5dcc47ab762b747507cb4243e2342040fcb33dbc950c1f2,Ellsworth Cowles Collection,1921-1932,arrowheads; archaeological artifacts; stone tools; black and white photograph; museum collection display,"A black and white photograph displaying an organized collection of triangular stone arrowheads arranged in six rows, labeled ""FORT HILL, ELMIRA, N.Y."" and dated ""1921-32 SITE 15,"" representing archaeological artifacts from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1394.jpg
75-1395,lh-75-1395.jpg,jpg,192458,187.9 KB,942,1488,1.4,fe0ddce4afab4c61a7ea205e32e764c2,7892c835655415e0a0a015044dbd2206233c8d6b97b16495c6f8b6e2dff03562,Ellsworth Cowles Collection,NULL,arrowheads; triangular points; archaeological artifacts; flaked stone tools; black and white photograph,"A museum display photograph showing approximately 50 triangular arrowheads and flaked stone points arranged in rows, with handwritten labels identifying them as ""triangular arrowpoints mostly iroquois"" and noting they are ""crudely chipped"" examples made of local flint and chert, from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1395.jpg
75-1396,lh-75-1396.jpg,jpg,215951,210.9 KB,917,1385,1.27,59567e7df3920cc97e99181bc1417794,205514299f67d3c44fe3b3c30d55c8f06194102562ee0574b71098716312efcb,Ellsworth Cowles Collection,NULL,stone tools; arrowheads; archaeological artifacts; black and white photograph; numbered specimens,"A black and white photograph displaying a numbered collection of stone arrowheads and tools arranged in rows, with handwritten notes at the bottom identifying various artifact types including ""Algonquin point,"" ""arrow,"" ""notched,"" and other archaeological classifications from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1396.jpg
75-1397,lh-75-1397.jpg,jpg,213154,208.2 KB,1325,887,1.18,6db536774a25ce05dbbcad7d2bc16095,9dbec9d589b8dba2803a115a6d0e161c4b70e61fc9e33999c251d09b5903804f,Ellsworth Cowles Collection,1931-1948,archaeological artifacts; stone tools; numbered specimens; artifact catalog; black and white photograph,"A numbered archaeological specimen catalog photograph from Robert Dann Farm, P. Post, N.Y. (1931-48) showing 32 stone tools and artifacts including arrowheads, scrapers, and pottery fragments, with handwritten annotations identifying classifications such as ""Archaic,"" ""Plano,"" ""Exotic,"" ""Amoka,"" and ""Southern"" types.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1397.jpg
75-1398,lh-75-1398.jpg,jpg,181748,177.5 KB,1337,882,1.18,eee7270a06ba0eb6ccc29bd58413bd56,375aca9ff3f0094953e4b2fcb4da17eb93670e7ae03f7eea4bb06b9d0bff4700,Ellsworth Cowles Collection,1933-1941,stone tools; archaeological artifacts; arrowheads; black and white photograph; erwin new york,"A black and white photograph displaying a collection of stone tools and arrowheads from the Stone Pile Site in Erwin, N.Y., labeled as Site 82, showing various flaked stone implements of different sizes and shapes arranged on a light background.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1398.jpg
75-1399,lh-75-1399.jpg,jpg,145849,142.4 KB,1290,888,1.15,fdf3b6a9e0658461eea3343e506e088d,16da5d1eacb447e057283311c05e3c6cdeb6079353ec5d6cc63e836d3240100d,Ellsworth Cowles Collection,NULL,arrowheads; stone tools; archaeological artifacts; black and white photograph; indigenous artifacts,"A black and white photograph displaying a collection of stone arrowheads and projectile points arranged on a white background, labeled ""Mouth of Winecoop Creek, Chemung"" at the bottom, from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1399.jpg
75-1400,lh-75-1400.jpg,jpg,203972,199.2 KB,1314,900,1.18,919e940f06644de7795c3d5b546a3e50,5be5958743f1748fe2cf2a8217cdbcee65a684468cf98f2ad151b952997a9ee2,Ellsworth Cowles Collection,NULL,archaeological artifacts; metal tools; axes; museum documentation; black and white photograph,"A black and white archival photograph displaying three ancient metal axes or axe heads of varying sizes arranged vertically against a white background, showing detailed surface patina and wear consistent with archaeological specimens from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1400.jpg
75-1401,lh-75-1401.jpg,jpg,164684,160.8 KB,1380,1002,1.38,db637563b80f5c08f75a3abb182e005a,14c6cfdfcf959f503ef3c62f2a26fb31f0d40bbdab27d55085652d460adf0b43,Ellsworth Cowles Collection,1933,rural landscape; bare tree; agricultural fields; 1930s; black and white photograph,"A black and white photograph from 1933 showing a rural landscape with a prominent bare tree in the foreground, plowed agricultural fields, and scattered trees in the distance, labeled as item 121 in the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1401.jpg
75-1402,lh-75-1402.jpg,jpg,258066,252.0 KB,1319,888,1.17,219075440bc72e4fd54e618c4d146cfa,53d3a2334ff80033d1c603d581d9d5423f19d4da7c390acf40de4b8db18ca3dc,Ellsworth Cowles Collection,1933,archaeological excavation; bare trees; workers; earthwork; 1930s black and white photograph,"A 1933 black and white photograph showing workers engaged in an archaeological excavation on a hillside with bare trees in the background, with visible trenches and soil work marked by stakes.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1402.jpg
75-1403,lh-75-1403.jpg,jpg,145124,141.7 KB,1302,977,1.27,6ef9214da9d221890b4e0e2dd83348fa,c8a82bab8794fe2b10c96d1bfe6696ed87692b9912d1ca77a5fa642d7368e13c,Ellsworth Cowles Collection,NULL,archaeological artifact; ceramic vessel; multiple views; black and white photograph; museum documentation,"Three views of an ancient ceramic vessel head or figurine showing different angles of the artifact, documented in black and white as part of the Ellsworth Cowles Collection at the Corning Museum.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1403.jpg
75-1404,lh-75-1404.jpg,jpg,205373,200.6 KB,929,1440,1.34,5d3a4d74e30f79db4b97a9466b1080bc,12b9eb7ad0678b65df39f8ba9682db79bccd4fb5207fcc1ad85b0c8010008272,Ellsworth Cowles Collection,NULL,excavation site; wooden stakes; rocky terrain; trees; black and white photograph,"A black and white photograph showing an archaeological or construction excavation site with wooden stakes marking the ground, rocky debris in the foreground, and trees visible in the background, labeled with reference number 126.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1404.jpg
75-1405,lh-75-1405.jpg,jpg,309482,302.2 KB,924,1386,1.28,bf23f6aa875ffa77f58674c33774f1af,389d5cf67769fcf8aba54fef5d1c8b329052bcbfbb408f14d82d3c6d71e01d28,Ellsworth Cowles Collection,1933,skeletal remains; archaeological excavation; burial; black and white photograph; 1933,"A black and white photograph from 1933 showing an archaeological excavation of human skeletal remains laid out in situ within an earthen grave or burial pit, part of the Ellsworth Cowles Collection from Corning, NY local history archives.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1405.jpg
75-1406,lh-75-1406.jpg,jpg,164167,160.3 KB,1296,882,1.14,2f9da8c0b08db89206a4d7ab8334e679,1979151752a0764f8a3e4ff823500d10e38e50996608ffe3f1efb3de0591e6b4,Ellsworth Cowles Collection,NULL,archaeological artifacts; stone tools; black and white photograph; museum documentation; artifact catalog,"A black and white photograph showing three stone artifacts or tools displayed on a white card with a reference label ""128,"" documenting what appears to be archaeological specimens from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1406.jpg
75-1407,lh-75-1407.jpg,jpg,176767,172.6 KB,1356,1002,1.36,ceb95eb5a700942b838330fcf1872978,d4f211980cec79a22d0af6c5cfdcd6832dfd5c45a97be9adf3ecc933001000dd,Ellsworth Cowles Collection,1933,archaeological excavation; skeletal remains; 1933; black and white photograph; archival documentation,"A black and white photograph from 1933 showing an archaeological excavation with human skeletal remains exposed in sandy soil, with a person's hands visible examining the bones and handwritten reference numbers ""No 8"" and ""No 9"" marked on the archival print.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1407.jpg
75-1408,lh-75-1408.jpg,jpg,272508,266.1 KB,1368,1014,1.39,e9e91c4f19f0af64b9506078a00abb4d,e5c4b8434c406fb3ab283307b1cb61fb98ba5a9bafbc41aa652e6c5e7ff8a18e,Ellsworth Cowles Collection,NULL,archaeological excavation; skeletal remains; black and white photograph; documentation; burial site,"This black and white archaeological photograph documents an excavated skeletal remain in soil with a reference marker card visible, labeled ""M L GORE"" at the bottom, from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1408.jpg
75-1409,lh-75-1409.jpg,jpg,212493,207.5 KB,1356,1002,1.36,1cc586a195873f9ab136efaec6a8cc0f,9792a4ebfcff0a230c318494e48dab10d7f142859e3350cb04e68c03c7f3a68e,Ellsworth Cowles Collection,NULL,skeletal remains; archaeological excavation; black and white photograph; burial; archival documentation,"A black and white archival photograph showing excavated skeletal remains in sandy soil, with visible skull, ribs, and long bones arranged in anatomical position, labeled with reference number 133 from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1409.jpg
75-1410,lh-75-1410.jpg,jpg,310568,303.3 KB,1314,887,1.17,a4b4f6424e69d54552af9b6918ded990,1b6bd57fd4755002fdf951ada048e8daef18ae28a4a73e9eae616da796587709,Ellsworth Cowles Collection,NULL,skeletal remains; archaeological excavation; burial site; black and white photograph; historical documentation,"A black and white archaeological photograph showing multiple human skeletal remains exposed in soil during an excavation, with reference markers visible and archive number 134 noted on the image.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1410.jpg
75-1411,lh-75-1411.jpg,jpg,257491,251.5 KB,1296,887,1.15,dcf359c6ba12a1d9e8c02691d58871e1,0e9e497d9697bb56fd5f99138791ae20722e2872557bafa60bf0cdec10ad44d2,Ellsworth Cowles Collection,NULL,skeletal remains; archaeological excavation; black and white photograph; burial site; numbered documentation,"A black and white archaeological photograph labeled ""No. 6"" showing human skeletal remains in an excavation pit with a ""KEEP OUT"" sign, earth walls, and documentation markers, credited to M.L. Gore.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1411.jpg
75-1412,lh-75-1412.jpg,jpg,213601,208.6 KB,1386,996,1.38,c8e4b54ba8500bc72cfbcb065349ab00,a208b985084e5aa3c913d39f506ec3cf1ed4fea5731155f9bebe0c47d50a7cfc,Ellsworth Cowles Collection,1931,five men; construction or excavation work; 1931; black and white photograph; work crew,"A black and white photograph dated July 1931 shows five men posing together at what appears to be a construction or excavation site, with shovels visible and earthwork in the background, labeled as ""GATE"" and ""BV. No. 20"" on the image.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1412.jpg
75-1413,lh-75-1413.jpg,jpg,219589,214.4 KB,1343,972,1.31,408f3a4edaf895e27dc3fce6b1fcf2a0,1ee27107cfff751f746d379fb4367166f65bd4401554cdc9024d03db1d37d15d,Ellsworth Cowles Collection,NULL,skeletal remains; archaeological excavation; burial; black and white photograph; archival documentation,"This black and white archival photograph documents an archaeological excavation showing human skeletal remains partially exposed in soil, with bones arranged in anatomical position and labeled with reference marker ""20"" visible in the frame.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1413.jpg
75-1414,lh-75-1414.jpg,jpg,152572,149.0 KB,1320,1008,1.33,4b948b8a9c36cf21cea2c378e03a7e8e,4908506252f469fcfd25a60c87bd4039ed026b4c0fdcce030f4190ba03a083a2,Ellsworth Cowles Collection,NULL,archaeological artifact; pottery; ceramic vessel; black and white photograph; museum documentation,"A black and white photograph of a rounded ceramic vessel or pottery bowl shown from above, displaying wear patterns, surface markings, and what appears to be burn or use marks on its interior surface.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1414.jpg
75-1415,lh-75-1415.jpg,jpg,239126,233.5 KB,1326,887,1.18,b769d49fd9f4f5a5d07e6022eaea5b1e,524175b345b5a1b08d9a0f0612de57b353e1aa2a311218324229cf8899a16a2f,Ellsworth Cowles Collection,NULL,archaeological artifacts; stone tools; lamoka; elmira new york; black and white photograph,"A black and white photograph displaying an arranged collection of stone artifacts and tools from Elmira, N.Y. Big Island, with ""Lamoka"" labeled on one specimen, appearing to be an archaeological documentation of prehistoric implements from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1415.jpg
75-1416,lh-75-1416.jpg,jpg,250549,244.7 KB,1314,887,1.17,2c9831fef4d97710a4c2ae1de8e420d1,b913bed898cab7178eb5769ba629b2ac6ccbbd272a187e2835e573b76e5122d8,Ellsworth Cowles Collection,NULL,archaeological artifacts; rim shards; ceramic fragments; black and white photograph; museum documentation,"A black and white photograph displaying a collection of pottery rim shards arranged in rows on a light background, labeled as ""Elmira, Big Island & Adjacent Sites. Rim Shards"" and identified as a ""Large Jar,"" documenting archaeological findings from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1416.jpg
75-1417,lh-75-1417.jpg,jpg,204838,200.0 KB,1284,887,1.14,6ddc067f0ee58aef3ee25dff57630fc8,4efd543ffb3ae2eac38bef9e8d7b6e119680a6388ef5bc6dc40e801068c58983,Ellsworth Cowles Collection,NULL,archaeological artifacts; stone tools; native american; waneta lake; black and white photograph,"A black and white photograph from 1962 showing archaeological artifacts from Waneta Lake, 648 Stocum Road, dated to the Owasco period (900 A.D.), including large stone tools on the left and smaller projectile points, scrapers, and worked stone fragments arranged on the right side of the display.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1417.jpg
75-1418,lh-75-1418.jpg,jpg,179471,175.3 KB,1380,1008,1.39,6cee488d26bc8e8e5dd89d26d1536aba,4e9bae6bcba82195a5a8036224952be0b51ba5f22996400df031912031722a03,Ellsworth Cowles Collection,NULL,stone tools; artifacts; archaeological specimens; black and white photograph; museum display,"A black and white photograph displaying seven stone tools or artifacts arranged on a gray background, showing various shaped implements including blades, scrapers, and points that appear to be prehistoric or archaeological specimens from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1418.jpg
75-1419,lh-75-1419.jpg,jpg,118147,115.4 KB,1314,882,1.16,59e1372d901c5593111f481f6951630b,833e95a98acecc6128a001fdc146e53106068406dc9080443e747af30b33cdef,Ellsworth Cowles Collection,NULL,archaeological artifact; ceramic vessels; pottery fragments; black and white photograph; museum documentation,A black and white photograph showing three white ceramic or pottery objects arranged on a neutral background—two circular disc-shaped pieces at the top and one elongated cylindrical piece below—likely archaeological artifacts from the Ellsworth Cowles Collection documented for the Corning local history archive.,https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1419.jpg
75-1421,lh-75-1421.jpg,jpg,156954,153.3 KB,1290,888,1.15,921ddf41d0cff96633e87ffcb068bb96,1a701999a0d0bc253d2a07e55313204c2dd2aa30261824947a114814ef1133eb,Ellsworth Cowles Collection,NULL,stone tools; archaeological artifacts; black and white photograph; museum documentation; prehistoric implements,"A black and white photograph displaying three stone tools or artifacts arranged against a neutral background, including two pointed implements and one oval-shaped flaked stone tool, likely from an archaeological collection documenting prehistoric or Native American artifacts from the Corning area.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1421.jpg
75-1422,lh-75-1422.jpg,jpg,144304,140.9 KB,1314,882,1.16,8169cf855b827a31059e8aeeafdc24e4,97d89208fe2a48144615253d1a0231129bc9ea2273711d2fe3a9c0cb93eff378,Ellsworth Cowles Collection,NULL,fossil; specimen; paleontology; black and white photograph; museum artifact,"A black and white photograph of a fossilized specimen labeled ""93,"" showing a segmented, rounded form with bilateral symmetry, likely a trilobite or similar paleozoic organism from the Ellsworth Cowles Collection at the Corning Museum of Glass or local history archive.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1422.jpg
75-1423,lh-75-1423.jpg,jpg,116023,113.3 KB,1302,882,1.15,c993893381ae1ccdd414590016d3cfee,ffadf5a6b13ae0e5b7531e3af8226d713c0a6a0c1299ad50fe1139ec14178837,Ellsworth Cowles Collection,NULL,archaeological artifact; bone fragment; museum specimen; black and white photograph; close-up documentation,"A black and white photograph showing two bone fragments or archaeological specimens against a neutral background, with the larger piece displaying a curved shape and central crack, and a smaller rounded piece positioned to the lower right.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1423.jpg
75-1424,lh-75-1424.jpg,jpg,149330,145.8 KB,1368,1008,1.38,7b4eb76d8631a2efb32bdf3fb3e7951a,6594522ab06c05672fe8ff8609b31f254845108ad2fc5672ed04b4b939c651d7,Ellsworth Cowles Collection,NULL,ceramic vessel; archaeological artifact; black and white photograph; pottery; museum documentation,"A black and white photograph of an ancient ceramic vessel with a flared rim and decorated surface showing geometric patterns and repairs, documented as part of the Ellsworth Cowles Collection at the Corning Museum of Glass archives.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1424.jpg
75-1425,lh-75-1425.jpg,jpg,190429,186.0 KB,1301,881,1.15,ecc3af48e3655c652fc1735185667ff1,9ba3c8b09aad5cb11ff27f32a08e1c936430d66be457270f4fb2c9aa502f18a9,Ellsworth Cowles Collection,NULL,ceramic fragments; pottery sherds; archaeological artifacts; black and white photograph; museum documentation,"This black and white photograph shows five ceramic pottery sherds or fragments arranged on a gray background with a scale reference, documenting archaeological artifacts from the Ellsworth Cowles Collection at the Corning Museum of Glass.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1425.jpg
75-1426,lh-75-1426.jpg,jpg,103387,101.0 KB,1302,888,1.16,e2200b3e8931a6227d079595d6712d99,110d889083cf62d65be01fe992dc253b91e577f623582b54135c67332e75c326,Ellsworth Cowles Collection,NULL,archaeological artifact; ceramic vessel; pottery fragments; black and white photograph; museum documentation,"A black and white photograph showing two ceramic vessel fragments or pottery sherds displayed against a neutral background with a scale reference cube, likely from an archaeological or museum collection documentation.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1426.jpg
75-1427,lh-75-1427.jpg,jpg,111034,108.4 KB,1356,1014,1.37,4e18a4109346405423959f745228b56c,8fafbeb2376aabeb8ccbcc872c012fbc80468908f3c71e72234fa90c3bd7929a,Ellsworth Cowles Collection,NULL,archaeological artifacts; stone tools; tioga point; black and white photograph; museum documentation,"A black and white photograph documenting three stone artifacts labeled ""Q&F TIOGA POINT,"" including a large rounded stone, a smaller rectangular stone tool, and a flat oval stone, arranged for archival documentation purposes.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1427.jpg
75-1428,lh-75-1428.jpg,jpg,118265,115.5 KB,1326,882,1.17,2d55febc5dc7db50343542fe420e4e3d,7311d736a684917373b09784a1d8b54a2d62589dd55941d701b3721107c481d6,Ellsworth Cowles Collection,NULL,archaeological artifact; stone tools; museum documentation; black and white photograph; artifact collection,"A black and white photograph showing two elongated stone tools or artifacts with visible wear patterns, with text reading ""GENATS"" visible on the upper specimen, documented as part of the Ellsworth Cowles Collection at the Corning Museum of Glass local history archive.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1428.jpg
75-1429,lh-75-1429.jpg,jpg,128337,125.3 KB,1253,882,1.11,62ee8bf629324899f335dac4bc9852ed,9373c34c21cc997fc6b9f6d70333dd0839c45e7d7b549e7c52de27ef8ddd4f64,Ellsworth Cowles Collection,NULL,spherical objects; textured surface; close-up photograph; black and white; industrial artifact,"A black and white close-up photograph showing two spherical objects with granular, textured surfaces against a plain background, likely archaeological or industrial specimens from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1429.jpg
75-1430,lh-75-1430.jpg,jpg,174855,170.8 KB,1314,882,1.16,617fca4913f0964866b1248b394d48c1,81147957892728b9085a4b908841195b576968b3047f85f744e0f110a7f0f644,Ellsworth Cowles Collection,NULL,stone tools; archaeological artifacts; ground stone; black and white photograph; museum documentation,"A black and white photograph documenting two ground stone artifacts from the Ellsworth Cowles Collection, showing an elongated grinding stone or pestle above a smaller rounded stone tool against a neutral background.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1430.jpg
75-1432,lh-75-1432.jpg,jpg,150336,146.8 KB,1314,888,1.17,760996f742812a09c102489f616f1011,39314241ad1e41be755d75de02999c301f7393f942b06f89e1087550a26b82b9,Ellsworth Cowles Collection,NULL,archaeological artifacts; stone tools; black and white photograph; museum documentation; scale reference,"A black and white photograph showing four stone artifacts arranged on a dark surface with scale markers, including elongated cylindrical stones and a white specimen, likely from an archaeological collection documented by the Ellsworth Cowles Collection at the Corning local history archive.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1432.jpg
75-1433,lh-75-1433.jpg,jpg,162636,158.8 KB,1398,1032,1.44,35b69a28629c59f6682ef9284fbdbfc5,a338a7d9e7d0304cf0ce2fa162ac9114b7b7856fb7f74b7f0b73f5726ff58840,Ellsworth Cowles Collection,NULL,archaeological artifacts; stone tools; museum collection; black and white photograph; artifact documentation,"A museum documentation photograph displaying eight stone artifacts arranged in two rows against a gray background with white identification labels, likely representing prehistoric tools or implements from an archaeological collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1433.jpg
75-1434,lh-75-1434.jpg,jpg,163344,159.5 KB,1230,888,1.09,7591da3f180f55c40b50a8eefffe44e9,93cd3e67f3edbd75979d7127599d7c0f4c805e4e37c4d1d7c63a2d9fc93321ab,Ellsworth Cowles Collection,NULL,archaeological artifacts; stone tools; museum documentation; black and white photograph; artifact collection,"A black and white photograph displaying seven stone artifacts arranged on a gray background with small identification labels, likely from an archaeological or museum collection documenting prehistoric tools or implements.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1434.jpg
75-1435,lh-75-1435.jpg,jpg,146193,142.8 KB,1242,888,1.1,6dd41addc8b631173279c739ec951cdb,620cb14d2da7a4d8fff27819bacf015f4f0d77939116848d2ab19cdb4a6f928e,Ellsworth Cowles Collection,NULL,archaeological artifacts; stone tools; museum documentation; black and white photograph; artifact collection,"A black and white photograph displaying six archaeological artifacts arranged on a neutral background with white scale markers, including stone tools, bone implements, and ceramic or stone vessels from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1435.jpg
75-1436,lh-75-1436.jpg,jpg,141939,138.6 KB,1356,996,1.35,a52a6f8b2e0e7306d0e4ea98088f02ef,f60eef539a2f8f9a91cdf0efa652bfaf970d23d5644ecb97317a6e57ee65ffa9,Ellsworth Cowles Collection,NULL,archaeological artifacts; stone tools; black and white photograph; museum documentation; prehistoric objects,"A black and white photograph displaying three stone artifacts arranged on a neutral background with small white scale markers, likely from an archaeological collection or museum documentation.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1436.jpg
75-1437,lh-75-1437.jpg,jpg,141825,138.5 KB,1368,1014,1.39,107324e3ca0a3585e062573e461e03ce,ebd7d2bd080280061066103256eaed13b0448f36be5d147f528e691b6bc8c703,Ellsworth Cowles Collection,NULL,stone tools; archaeological artifacts; black and white photograph; museum documentation; prehistoric implements,"A black and white photograph displaying five stone tools or artifacts arranged on a neutral background with small identification labels, appearing to be archaeological specimens from the Ellsworth Cowles Collection documenting prehistoric implements.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1437.jpg
75-1438,lh-75-1438.jpg,jpg,166361,162.5 KB,1278,888,1.13,90f2d2e6f1385ea29e094bade63496ee,557b72fd6a3e96eb2a387ec6dc7d2e1cee1496ac193f48cf9eaae1935156aa71,Ellsworth Cowles Collection,NULL,archaeological artifacts; stone tools; museum documentation; black and white photograph; artifact collection,"A black and white archival photograph displaying five stone artifacts arranged on a gray background with white identification labels, including what appear to be prehistoric or Native American tools such as axes, scrapers, and grinding stones from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1438.jpg
75-1440,lh-75-1440.jpg,jpg,130406,127.3 KB,1290,900,1.16,37ae9e5313af7eef7a5f6159f17997a8,38a1a95d2c2deb738c94de00d1c94c5ac64398e0936d1159845d232df7253c2b,Ellsworth Cowles Collection,NULL,ceramic vessel; archaeological artifact; pottery fragment; black and white photograph; museum documentation,"A black and white photograph of a fragmentary ceramic vessel or pottery piece with a rolled rim and weathered surface, displayed against a neutral background with an identification label visible on the artifact.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1440.jpg
75-1441,lh-75-1441.jpg,jpg,162049,158.3 KB,1380,1014,1.4,2f36ed5a074528a59490071706c4da87,6eaa7c556bc6de08045e3be467d6d623199e65ad20327f2c6c8359bed130d392,Ellsworth Cowles Collection,NULL,stone tools; archaeological artifacts; black and white photograph; museum documentation; prehistoric implements,"A black and white photograph displaying four stone tools or artifacts arranged in a row against a dark background, likely from an archaeological collection or museum documentation, with a small scale reference marker visible between the specimens.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1441.jpg
75-1442,lh-75-1442.jpg,jpg,174919,170.8 KB,1320,888,1.17,d1d68ef40ba0daf88cfe9d8a81ec360d,381c93f8cf25ae4e0b6b09d046eddaf14f50e60a316b3276d8621fa112975d5d,Ellsworth Cowles Collection,NULL,stone tools; archaeological artifacts; elongated implements; black and white photograph; museum documentation,"This black and white photograph displays three elongated stone tools or artifacts arranged horizontally, likely from an archaeological collection, with the top specimen appearing darker than the two lighter-colored specimens below it.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1442.jpg
75-1443,lh-75-1443.jpg,jpg,177314,173.2 KB,1362,1014,1.38,72f9e34face92c51ea3356c10972ab78,7f31c02ebf2625e086c15a6472561cac98266654a8619eb0c56a6b11bd82d75e,Ellsworth Cowles Collection,NULL,bread loaves; baking; product documentation; black and white photograph; corning ny,"A black and white photograph showing four elongated bread loaves arranged horizontally, with one loaf marked ""ELLSWORTH"" visible on its surface, documenting what appears to be a bakery product from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1443.jpg
75-1444,lh-75-1444.jpg,jpg,189303,184.9 KB,1290,882,1.14,8080697fcad8b72ce6045b7cc6172c73,aa35110197d3190eedacb6e7958cdd3fab27a45bbcc6359cefd095644c7096b2,Ellsworth Cowles Collection,NULL,archaeological artifact; stone tool; projectile point; black and white photograph; museum documentation,"A black and white photograph of a white stone projectile point or arrowhead artifact displayed against a dark background with a small scale reference card, typical of archaeological documentation photography from the Ellsworth Cowles Collection.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1444.jpg
75-1445,lh-75-1445.jpg,jpg,182824,178.5 KB,1314,882,1.16,d171621be6aeecc7721f3c52f27d1783,35d1df61f6b02cf4e55460f8cfdbd450ade011452a28b28c5097cef0290701f5,Ellsworth Cowles Collection,NULL,archaeological artifacts; museum collection; black and white photograph; pottery; carved objects,"A black and white photograph displaying five archaeological artifacts arranged on a neutral background with small identification labels, including what appears to be pottery fragments, carved bone or stone objects, and a sculptural head, likely from the Ellsworth Cowles Collection at the Corning Museum of Glass or local history archive.",https://corningnyhistory.com/wp-content/uploads/2024/01/lh-75-1445.jpg
